Year,last_crop,area_ha,yield_kg_ha,next_year,recommended_crop
1961,"Other fruits, n.e.c.",2700.0,4444.4,1962,Oats
1961,"Other fruits, n.e.c.",2700.0,4444.4,1962,"Other fruits, n.e.c."
1961,"Other fruits, n.e.c.",2700.0,4444.4,1962,"Other vegetables, fresh n.e.c."
1961,"Other fruits, n.e.c.",2700.0,4444.4,1962,"Peas, dry"
1961,"Other fruits, n.e.c.",2700.0,4444.4,1962,Potatoes
1961,"Other fruits, n.e.c.",2700.0,4444.4,1962,Sorghum
1961,"Other fruits, n.e.c.",2700.0,4444.4,1962,Wheat
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,Barley
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,"Beans, dry"
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,Maize (corn)
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,Oats
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,"Other fruits, n.e.c."
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,"Other vegetables, fresh n.e.c."
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,"Peas, dry"
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,Potatoes
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,Sorghum
1961,"Other vegetables, fresh n.e.c.",1765.0,6798.9,1962,Wheat
1961,"Peas, dry",16871.0,712.7,1962,Barley
1961,"Peas, dry",16871.0,712.7,1962,"Beans, dry"
1961,"Peas, dry",16871.0,712.7,1962,Maize (corn)
1961,"Peas, dry",16871.0,712.7,1962,Oats
1961,"Peas, dry",16871.0,712.7,1962,"Other fruits, n.e.c."
1961,"Peas, dry",16871.0,712.7,1962,"Other vegetables, fresh n.e.c."
1961,"Peas, dry",16871.0,712.7,1962,"Peas, dry"
1961,"Peas, dry",16871.0,712.7,1962,Potatoes
1961,"Peas, dry",16871.0,712.7,1962,Sorghum
1961,"Peas, dry",16871.0,712.7,1962,Wheat
1961,Potatoes,200.0,15000.0,1962,Barley
1961,Potatoes,200.0,15000.0,1962,"Beans, dry"
1961,Potatoes,200.0,15000.0,1962,Maize (corn)
1961,Potatoes,200.0,15000.0,1962,Oats
1961,Potatoes,200.0,15000.0,1962,"Other fruits, n.e.c."
1961,Potatoes,200.0,15000.0,1962,"Other vegetables, fresh n.e.c."
1961,Potatoes,200.0,15000.0,1962,"Peas, dry"
1961,Potatoes,200.0,15000.0,1962,Potatoes
1961,Potatoes,200.0,15000.0,1962,Sorghum
1961,Potatoes,200.0,15000.0,1962,Wheat
1961,Sorghum,65000.0,846.2,1962,Barley
1961,Sorghum,65000.0,846.2,1962,"Beans, dry"
1961,Sorghum,65000.0,846.2,1962,Maize (corn)
1961,Sorghum,65000.0,846.2,1962,Oats
1961,Sorghum,65000.0,846.2,1962,"Other fruits, n.e.c."
1961,Sorghum,65000.0,846.2,1962,"Other vegetables, fresh n.e.c."
1961,Sorghum,65000.0,846.2,1962,"Peas, dry"
1961,Sorghum,65000.0,846.2,1962,Potatoes
1961,Sorghum,65000.0,846.2,1962,Sorghum
1961,Sorghum,65000.0,846.2,1962,Wheat
1961,Wheat,66532.0,864.8,1962,Barley
1961,Wheat,66532.0,864.8,1962,"Beans, dry"
1961,Wheat,66532.0,864.8,1962,Maize (corn)
1961,Wheat,66532.0,864.8,1962,Oats
1961,Wheat,66532.0,864.8,1962,"Other fruits, n.e.c."
1961,Wheat,66532.0,864.8,1962,"Other vegetables, fresh n.e.c."
1961,Wheat,66532.0,864.8,1962,"Peas, dry"
1961,Wheat,66532.0,864.8,1962,Potatoes
1961,Wheat,66532.0,864.8,1962,Sorghum
1961,Wheat,66532.0,864.8,1962,Wheat
1962,Barley,4000.0,700.0,1963,Barley
1962,Barley,4000.0,700.0,1963,"Beans, dry"
1962,Barley,4000.0,700.0,1963,Maize (corn)
1962,Barley,4000.0,700.0,1963,Oats
1962,Barley,4000.0,700.0,1963,"Other fruits, n.e.c."
1962,Barley,4000.0,700.0,1963,"Other vegetables, fresh n.e.c."
1962,Barley,4000.0,700.0,1963,"Peas, dry"
1962,Barley,4000.0,700.0,1963,Potatoes
1962,Barley,4000.0,700.0,1963,Sorghum
1962,Barley,4000.0,700.0,1963,Wheat
1962,"Beans, dry",5000.0,280.0,1963,Barley
1962,"Beans, dry",5000.0,280.0,1963,"Beans, dry"
1962,"Beans, dry",5000.0,280.0,1963,Maize (corn)
1962,"Beans, dry",5000.0,280.0,1963,Oats
1962,"Beans, dry",5000.0,280.0,1963,"Other fruits, n.e.c."
1962,"Beans, dry",5000.0,280.0,1963,"Other vegetables, fresh n.e.c."
1962,"Beans, dry",5000.0,280.0,1963,"Peas, dry"
1962,"Beans, dry",5000.0,280.0,1963,Potatoes
1962,"Beans, dry",5000.0,280.0,1963,Sorghum
1962,"Beans, dry",5000.0,280.0,1963,Wheat
1962,Maize (corn),135000.0,814.8,1963,Barley
1962,Maize (corn),135000.0,814.8,1963,"Beans, dry"
1962,Maize (corn),135000.0,814.8,1963,Maize (corn)
1962,Maize (corn),135000.0,814.8,1963,Oats
1962,Maize (corn),135000.0,814.8,1963,"Other fruits, n.e.c."
1962,Maize (corn),135000.0,814.8,1963,"Other vegetables, fresh n.e.c."
1962,Maize (corn),135000.0,814.8,1963,"Peas, dry"
1962,Maize (corn),135000.0,814.8,1963,Potatoes
1962,Maize (corn),135000.0,814.8,1963,Sorghum
1962,Maize (corn),135000.0,814.8,1963,Wheat
1962,Oats,700.0,1428.6,1963,Barley
1962,Oats,700.0,1428.6,1963,"Beans, dry"
1962,Oats,700.0,1428.6,1963,Maize (corn)
1962,Oats,700.0,1428.6,1963,Oats
1962,Oats,700.0,1428.6,1963,"Other fruits, n.e.c."
1962,Oats,700.0,1428.6,1963,"Other vegetables, fresh n.e.c."
1962,Oats,700.0,1428.6,1963,"Peas, dry"
1962,Oats,700.0,1428.6,1963,Potatoes
1962,Oats,700.0,1428.6,1963,Sorghum
1962,Oats,700.0,1428.6,1963,Wheat
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,Barley
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,"Beans, dry"
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,Maize (corn)
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,Oats
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,"Other fruits, n.e.c."
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,"Other vegetables, fresh n.e.c."
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,"Peas, dry"
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,Potatoes
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,Sorghum
1962,"Other fruits, n.e.c.",2700.0,4444.4,1963,Wheat
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,Barley
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,"Beans, dry"
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,Maize (corn)
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,Oats
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,"Other fruits, n.e.c."
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,"Other vegetables, fresh n.e.c."
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,"Peas, dry"
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,Potatoes
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,Sorghum
1962,"Other vegetables, fresh n.e.c.",1830.0,6776.0,1963,Wheat
1962,"Peas, dry",12000.0,625.0,1963,Barley
1962,"Peas, dry",12000.0,625.0,1963,"Beans, dry"
1962,"Peas, dry",12000.0,625.0,1963,Maize (corn)
1962,"Peas, dry",12000.0,625.0,1963,Oats
1962,"Peas, dry",12000.0,625.0,1963,"Other fruits, n.e.c."
1962,"Peas, dry",12000.0,625.0,1963,"Other vegetables, fresh n.e.c."
1962,"Peas, dry",12000.0,625.0,1963,"Peas, dry"
1962,"Peas, dry",12000.0,625.0,1963,Potatoes
1962,"Peas, dry",12000.0,625.0,1963,Sorghum
1962,"Peas, dry",12000.0,625.0,1963,Wheat
1962,Potatoes,200.0,15000.0,1963,Barley
1962,Potatoes,200.0,15000.0,1963,"Beans, dry"
1962,Potatoes,200.0,15000.0,1963,Maize (corn)
1962,Potatoes,200.0,15000.0,1963,Oats
1962,Potatoes,200.0,15000.0,1963,"Other fruits, n.e.c."
1962,Potatoes,200.0,15000.0,1963,"Other vegetables, fresh n.e.c."
1962,Potatoes,200.0,15000.0,1963,"Peas, dry"
1962,Potatoes,200.0,15000.0,1963,Potatoes
1962,Potatoes,200.0,15000.0,1963,Sorghum
1962,Potatoes,200.0,15000.0,1963,Wheat
1962,Sorghum,65000.0,846.2,1963,Barley
1962,Sorghum,65000.0,846.2,1963,"Beans, dry"
1962,Sorghum,65000.0,846.2,1963,Maize (corn)
1962,Sorghum,65000.0,846.2,1963,Oats
1962,Sorghum,65000.0,846.2,1963,"Other fruits, n.e.c."
1962,Sorghum,65000.0,846.2,1963,"Other vegetables, fresh n.e.c."
1962,Sorghum,65000.0,846.2,1963,"Peas, dry"
1962,Sorghum,65000.0,846.2,1963,Potatoes
1962,Sorghum,65000.0,846.2,1963,Sorghum
1962,Sorghum,65000.0,846.2,1963,Wheat
1962,Wheat,70000.0,785.7,1963,Barley
1962,Wheat,70000.0,785.7,1963,"Beans, dry"
1962,Wheat,70000.0,785.7,1963,Maize (corn)
1962,Wheat,70000.0,785.7,1963,Oats
1962,Wheat,70000.0,785.7,1963,"Other fruits, n.e.c."
1962,Wheat,70000.0,785.7,1963,"Other vegetables, fresh n.e.c."
1962,Wheat,70000.0,785.7,1963,"Peas, dry"
1962,Wheat,70000.0,785.7,1963,Potatoes
1962,Wheat,70000.0,785.7,1963,Sorghum
1962,Wheat,70000.0,785.7,1963,Wheat
1963,Barley,4000.0,600.0,1964,Barley
1963,Barley,4000.0,600.0,1964,"Beans, dry"
1963,Barley,4000.0,600.0,1964,Maize (corn)
1963,Barley,4000.0,600.0,1964,Oats
1963,Barley,4000.0,600.0,1964,"Other fruits, n.e.c."
1963,Barley,4000.0,600.0,1964,"Other vegetables, fresh n.e.c."
1963,Barley,4000.0,600.0,1964,"Peas, dry"
1963,Barley,4000.0,600.0,1964,Potatoes
1963,Barley,4000.0,600.0,1964,Sorghum
1963,Barley,4000.0,600.0,1964,Wheat
1963,"Beans, dry",5000.0,320.0,1964,Barley
1963,"Beans, dry",5000.0,320.0,1964,"Beans, dry"
1963,"Beans, dry",5000.0,320.0,1964,Maize (corn)
1963,"Beans, dry",5000.0,320.0,1964,Oats
1963,"Beans, dry",5000.0,320.0,1964,"Other fruits, n.e.c."
1963,"Beans, dry",5000.0,320.0,1964,"Other vegetables, fresh n.e.c."
1963,"Beans, dry",5000.0,320.0,1964,"Peas, dry"
1963,"Beans, dry",5000.0,320.0,1964,Potatoes
1963,"Beans, dry",5000.0,320.0,1964,Sorghum
1963,"Beans, dry",5000.0,320.0,1964,Wheat
1963,Maize (corn),135000.0,814.8,1964,Barley
1963,Maize (corn),135000.0,814.8,1964,"Beans, dry"
1963,Maize (corn),135000.0,814.8,1964,Maize (corn)
1963,Maize (corn),135000.0,814.8,1964,Oats
1963,Maize (corn),135000.0,814.8,1964,"Other fruits, n.e.c."
1963,Maize (corn),135000.0,814.8,1964,"Other vegetables, fresh n.e.c."
1963,Maize (corn),135000.0,814.8,1964,"Peas, dry"
1963,Maize (corn),135000.0,814.8,1964,Potatoes
1963,Maize (corn),135000.0,814.8,1964,Sorghum
1963,Maize (corn),135000.0,814.8,1964,Wheat
1963,Oats,700.0,1428.6,1964,Barley
1963,Oats,700.0,1428.6,1964,"Beans, dry"
1963,Oats,700.0,1428.6,1964,Maize (corn)
1963,Oats,700.0,1428.6,1964,Oats
1963,Oats,700.0,1428.6,1964,"Other fruits, n.e.c."
1963,Oats,700.0,1428.6,1964,"Other vegetables, fresh n.e.c."
1963,Oats,700.0,1428.6,1964,"Peas, dry"
1963,Oats,700.0,1428.6,1964,Potatoes
1963,Oats,700.0,1428.6,1964,Sorghum
1963,Oats,700.0,1428.6,1964,Wheat
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,Barley
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,"Beans, dry"
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,Maize (corn)
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,Oats
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,"Other fruits, n.e.c."
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,"Other vegetables, fresh n.e.c."
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,"Peas, dry"
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,Potatoes
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,Sorghum
1963,"Other fruits, n.e.c.",2700.0,4444.4,1964,Wheat
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,Barley
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,"Beans, dry"
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,Maize (corn)
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,Oats
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,"Other fruits, n.e.c."
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,"Other vegetables, fresh n.e.c."
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,"Peas, dry"
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,Potatoes
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,Sorghum
1963,"Other vegetables, fresh n.e.c.",1885.0,6790.5,1964,Wheat
1963,"Peas, dry",11000.0,590.9,1964,Barley
1963,"Peas, dry",11000.0,590.9,1964,"Beans, dry"
1963,"Peas, dry",11000.0,590.9,1964,Maize (corn)
1963,"Peas, dry",11000.0,590.9,1964,Oats
1963,"Peas, dry",11000.0,590.9,1964,"Other fruits, n.e.c."
1963,"Peas, dry",11000.0,590.9,1964,"Other vegetables, fresh n.e.c."
1963,"Peas, dry",11000.0,590.9,1964,"Peas, dry"
1963,"Peas, dry",11000.0,590.9,1964,Potatoes
1963,"Peas, dry",11000.0,590.9,1964,Sorghum
1963,"Peas, dry",11000.0,590.9,1964,Wheat
1963,Potatoes,200.0,15000.0,1964,Barley
1963,Potatoes,200.0,15000.0,1964,"Beans, dry"
1963,Potatoes,200.0,15000.0,1964,Maize (corn)
1963,Potatoes,200.0,15000.0,1964,Oats
1963,Potatoes,200.0,15000.0,1964,"Other fruits, n.e.c."
1963,Potatoes,200.0,15000.0,1964,"Other vegetables, fresh n.e.c."
1963,Potatoes,200.0,15000.0,1964,"Peas, dry"
1963,Potatoes,200.0,15000.0,1964,Potatoes
1963,Potatoes,200.0,15000.0,1964,Sorghum
1963,Potatoes,200.0,15000.0,1964,Wheat
1963,Sorghum,65000.0,846.2,1964,Barley
1963,Sorghum,65000.0,846.2,1964,"Beans, dry"
1963,Sorghum,65000.0,846.2,1964,Maize (corn)
1963,Sorghum,65000.0,846.2,1964,Oats
1963,Sorghum,65000.0,846.2,1964,"Other fruits, n.e.c."
1963,Sorghum,65000.0,846.2,1964,"Other vegetables, fresh n.e.c."
1963,Sorghum,65000.0,846.2,1964,"Peas, dry"
1963,Sorghum,65000.0,846.2,1964,Potatoes
1963,Sorghum,65000.0,846.2,1964,Sorghum
1963,Sorghum,65000.0,846.2,1964,Wheat
1963,Wheat,70000.0,785.7,1964,Barley
1963,Wheat,70000.0,785.7,1964,"Beans, dry"
1963,Wheat,70000.0,785.7,1964,Maize (corn)
1963,Wheat,70000.0,785.7,1964,Oats
1963,Wheat,70000.0,785.7,1964,"Other fruits, n.e.c."
1963,Wheat,70000.0,785.7,1964,"Other vegetables, fresh n.e.c."
1963,Wheat,70000.0,785.7,1964,"Peas, dry"
1963,Wheat,70000.0,785.7,1964,Potatoes
1963,Wheat,70000.0,785.7,1964,Sorghum
1963,Wheat,70000.0,785.7,1964,Wheat
1964,Barley,3500.0,571.4,1965,Barley
1964,Barley,3500.0,571.4,1965,"Beans, dry"
1964,Barley,3500.0,571.4,1965,Maize (corn)
1964,Barley,3500.0,571.4,1965,Oats
1964,Barley,3500.0,571.4,1965,"Other fruits, n.e.c."
1964,Barley,3500.0,571.4,1965,"Other vegetables, fresh n.e.c."
1964,Barley,3500.0,571.4,1965,"Peas, dry"
1964,Barley,3500.0,571.4,1965,Potatoes
1964,Barley,3500.0,571.4,1965,Sorghum
1964,Barley,3500.0,571.4,1965,Wheat
1964,"Beans, dry",8000.0,200.0,1965,Barley
1964,"Beans, dry",8000.0,200.0,1965,"Beans, dry"
1964,"Beans, dry",8000.0,200.0,1965,Maize (corn)
1964,"Beans, dry",8000.0,200.0,1965,Oats
1964,"Beans, dry",8000.0,200.0,1965,"Other fruits, n.e.c."
1964,"Beans, dry",8000.0,200.0,1965,"Other vegetables, fresh n.e.c."
1964,"Beans, dry",8000.0,200.0,1965,"Peas, dry"
1964,"Beans, dry",8000.0,200.0,1965,Potatoes
1964,"Beans, dry",8000.0,200.0,1965,Sorghum
1964,"Beans, dry",8000.0,200.0,1965,Wheat
1964,Maize (corn),135000.0,814.8,1965,Barley
1964,Maize (corn),135000.0,814.8,1965,"Beans, dry"
1964,Maize (corn),135000.0,814.8,1965,Maize (corn)
1964,Maize (corn),135000.0,814.8,1965,Oats
1964,Maize (corn),135000.0,814.8,1965,"Other fruits, n.e.c."
1964,Maize (corn),135000.0,814.8,1965,"Other vegetables, fresh n.e.c."
1964,Maize (corn),135000.0,814.8,1965,"Peas, dry"
1964,Maize (corn),135000.0,814.8,1965,Potatoes
1964,Maize (corn),135000.0,814.8,1965,Sorghum
1964,Maize (corn),135000.0,814.8,1965,Wheat
1964,Oats,700.0,1428.6,1965,Barley
1964,Oats,700.0,1428.6,1965,"Beans, dry"
1964,Oats,700.0,1428.6,1965,Maize (corn)
1964,Oats,700.0,1428.6,1965,Oats
1964,Oats,700.0,1428.6,1965,"Other fruits, n.e.c."
1964,Oats,700.0,1428.6,1965,"Other vegetables, fresh n.e.c."
1964,Oats,700.0,1428.6,1965,"Peas, dry"
1964,Oats,700.0,1428.6,1965,Potatoes
1964,Oats,700.0,1428.6,1965,Sorghum
1964,Oats,700.0,1428.6,1965,Wheat
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,Barley
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,"Beans, dry"
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,Maize (corn)
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,Oats
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,"Other fruits, n.e.c."
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,"Other vegetables, fresh n.e.c."
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,"Peas, dry"
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,Potatoes
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,Sorghum
1964,"Other fruits, n.e.c.",2700.0,4444.4,1965,Wheat
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,Barley
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,"Beans, dry"
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,Maize (corn)
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,Oats
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,"Other fruits, n.e.c."
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,"Other vegetables, fresh n.e.c."
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,"Peas, dry"
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,Potatoes
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,Sorghum
1964,"Other vegetables, fresh n.e.c.",1945.0,6786.6,1965,Wheat
1964,"Peas, dry",11000.0,545.5,1965,Barley
1964,"Peas, dry",11000.0,545.5,1965,"Beans, dry"
1964,"Peas, dry",11000.0,545.5,1965,Maize (corn)
1964,"Peas, dry",11000.0,545.5,1965,Oats
1964,"Peas, dry",11000.0,545.5,1965,"Other fruits, n.e.c."
1964,"Peas, dry",11000.0,545.5,1965,"Other vegetables, fresh n.e.c."
1964,"Peas, dry",11000.0,545.5,1965,"Peas, dry"
1964,"Peas, dry",11000.0,545.5,1965,Potatoes
1964,"Peas, dry",11000.0,545.5,1965,Sorghum
1964,"Peas, dry",11000.0,545.5,1965,Wheat
1964,Potatoes,200.0,15000.0,1965,Barley
1964,Potatoes,200.0,15000.0,1965,"Beans, dry"
1964,Potatoes,200.0,15000.0,1965,Maize (corn)
1964,Potatoes,200.0,15000.0,1965,Oats
1964,Potatoes,200.0,15000.0,1965,"Other fruits, n.e.c."
1964,Potatoes,200.0,15000.0,1965,"Other vegetables, fresh n.e.c."
1964,Potatoes,200.0,15000.0,1965,"Peas, dry"
1964,Potatoes,200.0,15000.0,1965,Potatoes
1964,Potatoes,200.0,15000.0,1965,Sorghum
1964,Potatoes,200.0,15000.0,1965,Wheat
1964,Sorghum,65000.0,846.2,1965,Barley
1964,Sorghum,65000.0,846.2,1965,"Beans, dry"
1964,Sorghum,65000.0,846.2,1965,Maize (corn)
1964,Sorghum,65000.0,846.2,1965,Oats
1964,Sorghum,65000.0,846.2,1965,"Other fruits, n.e.c."
1964,Sorghum,65000.0,846.2,1965,"Other vegetables, fresh n.e.c."
1964,Sorghum,65000.0,846.2,1965,"Peas, dry"
1964,Sorghum,65000.0,846.2,1965,Potatoes
1964,Sorghum,65000.0,846.2,1965,Sorghum
1964,Sorghum,65000.0,846.2,1965,Wheat
1964,Wheat,70000.0,771.4,1965,Barley
1964,Wheat,70000.0,771.4,1965,"Beans, dry"
1964,Wheat,70000.0,771.4,1965,Maize (corn)
1964,Wheat,70000.0,771.4,1965,Oats
1964,Wheat,70000.0,771.4,1965,"Other fruits, n.e.c."
1964,Wheat,70000.0,771.4,1965,"Other vegetables, fresh n.e.c."
1964,Wheat,70000.0,771.4,1965,"Peas, dry"
1964,Wheat,70000.0,771.4,1965,Potatoes
1964,Wheat,70000.0,771.4,1965,Sorghum
1964,Wheat,70000.0,771.4,1965,Wheat
1965,Barley,3000.0,600.0,1966,Barley
1965,Barley,3000.0,600.0,1966,"Beans, dry"
1965,Barley,3000.0,600.0,1966,Maize (corn)
1965,Barley,3000.0,600.0,1966,Oats
1965,Barley,3000.0,600.0,1966,"Other fruits, n.e.c."
1965,Barley,3000.0,600.0,1966,"Other vegetables, fresh n.e.c."
1965,Barley,3000.0,600.0,1966,"Peas, dry"
1965,Barley,3000.0,600.0,1966,Potatoes
1965,Barley,3000.0,600.0,1966,Sorghum
1965,Barley,3000.0,600.0,1966,Wheat
1965,"Beans, dry",5700.0,229.6,1966,Barley
1965,"Beans, dry",5700.0,229.6,1966,"Beans, dry"
1965,"Beans, dry",5700.0,229.6,1966,Maize (corn)
1965,"Beans, dry",5700.0,229.6,1966,Oats
1965,"Beans, dry",5700.0,229.6,1966,"Other fruits, n.e.c."
1965,"Beans, dry",5700.0,229.6,1966,"Other vegetables, fresh n.e.c."
1965,"Beans, dry",5700.0,229.6,1966,"Peas, dry"
1965,"Beans, dry",5700.0,229.6,1966,Potatoes
1965,"Beans, dry",5700.0,229.6,1966,Sorghum
1965,"Beans, dry",5700.0,229.6,1966,Wheat
1965,Maize (corn),155000.0,709.7,1966,Barley
1965,Maize (corn),155000.0,709.7,1966,"Beans, dry"
1965,Maize (corn),155000.0,709.7,1966,Maize (corn)
1965,Maize (corn),155000.0,709.7,1966,Oats
1965,Maize (corn),155000.0,709.7,1966,"Other fruits, n.e.c."
1965,Maize (corn),155000.0,709.7,1966,"Other vegetables, fresh n.e.c."
1965,Maize (corn),155000.0,709.7,1966,"Peas, dry"
1965,Maize (corn),155000.0,709.7,1966,Potatoes
1965,Maize (corn),155000.0,709.7,1966,Sorghum
1965,Maize (corn),155000.0,709.7,1966,Wheat
1965,Oats,700.0,1428.6,1966,Barley
1965,Oats,700.0,1428.6,1966,"Beans, dry"
1965,Oats,700.0,1428.6,1966,Maize (corn)
1965,Oats,700.0,1428.6,1966,Oats
1965,Oats,700.0,1428.6,1966,"Other fruits, n.e.c."
1965,Oats,700.0,1428.6,1966,"Other vegetables, fresh n.e.c."
1965,Oats,700.0,1428.6,1966,"Peas, dry"
1965,Oats,700.0,1428.6,1966,Potatoes
1965,Oats,700.0,1428.6,1966,Sorghum
1965,Oats,700.0,1428.6,1966,Wheat
1965,"Other fruits, n.e.c.",2700.0,4444.4,1966,Barley
1965,"Other fruits, n.e.c.",2700.0,4444.4,1966,"Beans, dry"
1965,"Other fruits, n.e.c.",2700.0,4444.4,1966,Maize (corn)
1965,"Other fruits, n.e.c.",2700.0,4444.4,1966,Oats
