b5,b6,b7,b11,b12,ndvi,ndwi,lst,humidity,irradiance,crop_type,label
1314.282281451502,1382.7126335955452,1444.9238336451656,1890.8735054246313,2254.307374202971,0.33785191497661754,0.17934285469001351,306.5713668774299,63.11356409843174,165.8425567599307,maize,1
1260.440291204048,1506.5134826065726,1493.7696286273895,1744.9912809103423,1717.2518189189577,0.827496720250877,0.31083733538318814,294.35587696758864,68.1351721736967,175.3827136713209,sweet_potato,0
1039.2516765438772,1320.3097244385535,1381.185935309811,2093.8187446132774,1963.935421803411,0.3443634709532579,0.17609707828084487,300.89095401969956,78.00591420415051,188.66120523742438,sweet_potato,1
1229.3072473298682,1221.4213440170995,1573.8929413373708,2056.8599505094144,1968.9566153077087,0.5025242886907064,0.10126591648863392,302.36125381122736,88.90314694808885,159.48294204120725,maize,1
1282.206015999449,1508.6472280919343,1320.5534260796555,1909.5516602771013,2002.1534127411924,0.38473517720276496,0.1461449145292948,301.02345592444993,78.32028959196023,200.6795812259006,beans,1
1173.5343166762043,1599.218608324858,1425.0800817318006,1897.1410932300462,1982.2018252132777,0.48859779321945485,0.13882686073370745,302.14200148227627,80.67885149488254,178.1792771835782,sweet_potato,1
1115.3206281931596,1133.3668052845549,1296.4182057519574,2102.7678553188166,2123.5503118543224,0.350340897703041,0.15865904629255909,301.1559521391865,64.3937107655864,183.8431276486382,beans,1
1205.8208718445999,1174.2732672386314,1392.934483241794,2067.294143164188,2219.1356367492804,0.5343041641627923,0.08111653160214544,297.18652488025464,81.18042320650392,192.84464877280521,wheat,1
1251.5047686306048,1723.8004639720193,1418.5068612831801,2136.267876821672,2204.9401939842523,0.5021113001044638,0.13423653776798272,302.2769076614798,65.72609742554914,174.07953483149979,wheat,1
1608.3192710006158,1322.609806703784,1668.6260190374514,1546.791992236983,1757.526132078951,0.8044475298483683,0.3532140009547731,292.8445104441414,52.84696290740032,213.5919549786935,maize,0
1204.5571839903814,1228.32396176336,1607.273290719039,2076.070282678161,1877.2343154676632,0.4649163451815542,0.1169106767615806,302.55730000438865,65.48975113880759,177.13158896332752,maize,1
1445.448855108241,1582.2467434461616,1479.9703592944225,1668.2223825951098,1757.254921995514,0.7173335383713144,0.4382727120140548,295.8099634219219,47.391160456649544,218.35723894109552,wheat,0
1412.2156197012632,1413.5711786606262,1167.6756040855184,1941.8919112560498,2239.3602264105284,0.39338644275049756,0.17219097140731143,302.323902160288,63.876834341063,178.511866098455,sorghum,1
1377.2688663746155,1381.4605977133392,1763.2411303931635,1564.1365690937398,1760.3959961972714,0.7565370288643045,0.4220636644533058,292.12827569764113,71.63163752154959,200.20466122039173,potato,0
1219.905969557347,1233.9761435125326,1358.3762501988024,1953.7623683765887,2112.486907977637,0.5029704539616837,0.2293008408072676,296.28655350351943,100.5964004958752,131.19780501193745,maize,1
1228.0991867735033,1231.5030528197346,1325.025329957127,1940.83988784094,2035.1698767361368,0.517968167761682,0.16785077429825235,297.92127121421805,85.79519850519901,187.68248802191522,potato,1
1117.1004989077928,1238.3800855783334,1439.6752326147914,2073.2444318520156,2097.700824663944,0.45938619066470254,0.21388324478942122,298.22528583349253,81.56516857404046,174.94518368915266,beans,1
1282.541634898803,1389.4860599600702,1506.6574568585195,2002.520460995931,2175.014826842446,0.42517865947252353,0.1662083176244221,299.6095708368969,76.16395157991262,194.87892563592283,potato,1
1099.3982618500297,1166.4392525933495,1488.9733048200083,2094.9995232755523,2168.653179875737,0.5002676407411424,0.14938766135765427,297.3082368855425,75.90965469832472,163.07095721219721,potato,1
1325.705252288674,1469.4683450429657,1641.2931454275624,1646.4461674836225,1726.0001643990213,0.7621843605745956,0.3622483285554361,293.98611364925773,55.289616943816775,204.64099874715274,beans,0
1269.6724092652407,1366.2909414342273,1528.1555778747563,1679.7225205873744,1827.9816809038205,0.8237678108474776,0.39288298116010095,294.68012294007315,59.80983792097311,179.94941270724382,wheat,0
1429.0446704304281,1421.4130603625292,1651.9346514241172,1845.610196735245,1790.2115866388829,0.770085586104947,0.3845071995855556,294.19755905622833,62.24092481810417,200.2518480156359,potato,0
1402.2059156833047,1547.3098376683176,1745.1143607795043,1791.1307284780946,1993.78642117604,0.7116326218555975,0.3936160318360339,295.3666840114767,81.89802933217672,183.83403429289697,sweet_potato,0
1208.8493848121175,1450.0532729403276,1524.08673384463,1714.2874097152396,1830.7580378199443,0.8438085419607944,0.39752119190930246,293.8461926886752,51.01585328651642,209.8383834301301,maize,0
1067.9766792979358,1501.460464243979,1491.5328144865543,1943.6989217474354,1911.5552018000035,0.558309789933233,0.1442730077373691,303.7134489359204,55.86686809446759,165.01562442615568,beans,1
1400.4719329746365,1504.4631564076506,1554.9934528520757,1759.1707435730125,1703.9141613555664,0.7428810257489353,0.3560147815855949,296.0288776681175,67.11614878088889,177.50715816324262,beans,0
1233.2314011979593,1217.6664809787792,1536.1382370627027,2013.8809561151431,2229.722690247021,0.4554014785128087,0.2530373962440994,305.2660225273296,72.01243021825111,204.2892737738589,potato,1
1458.0838354626633,1630.019997965573,1503.5076539419895,1765.1748886998516,1895.2582038164628,0.6620630256788442,0.29083707436671125,290.9215356444798,57.305931655554424,214.35084511591924,maize,0
1546.5753991014162,1368.8903614695853,1429.6617560644845,1694.7229686048213,1834.5658904045376,0.7483652625952953,0.24662789499800614,294.82175992097444,46.95530499495147,213.39345097660077,sorghum,0
1432.9938421487163,1410.7114202989012,1548.6133082663307,1599.3747154205496,1794.3588812454145,0.7977571160250619,0.30071369768322276,296.0080930310357,54.69742381627559,184.14254335475312,maize,0
1390.3672676040899,1401.6519793701596,1544.6350694652817,1586.2016002040593,1976.825261962475,0.7517631775985865,0.3150137246003707,295.42795982146845,58.8767195030917,195.58060800933555,maize,0
1146.9498852389472,1236.659993529085,1316.9937963418026,1723.7694602317297,1933.3289831581592,0.559349941395562,0.23224838567506417,299.25289188133087,81.9186835566692,187.7812538635884,sorghum,1
1388.487416766731,1409.2236581429595,1439.3553679742427,1719.3290454073863,1731.9284329244126,0.6788873145201163,0.31767135578787364,292.8369039927712,76.87141635072564,217.63279513898902,sweet_potato,0
1207.7368307647619,1205.258737853891,1532.774889272359,2064.669205242159,1985.90292302409,0.43477290575331135,0.10621908733076213,295.851600807107,86.1141305703797,227.73541601175327,potato,1
1274.1289183562774,1553.4820774856041,1534.9357430878174,1653.723088542354,1746.6845468185018,0.7068004615160092,0.35242608139724135,293.33809976717794,62.704568257798385,198.99523781101726,wheat,0
1348.09058024885,1571.7621664534468,1650.0917187624382,1607.1322517441376,1808.9399074886303,0.7875693561685895,0.26652973594393137,296.0867203847599,53.37376241054153,211.41197337186318,potato,0
1253.5211805905153,1504.5680699328313,1625.9722501721483,1614.0899206150812,1857.4733212899637,0.666923996886552,0.3466960100676342,292.57796760047506,53.48163892197841,200.94797342632828,potato,0
1490.5663528292996,1445.195272395301,1683.5692112065142,1592.6778488075263,1847.6823760123755,0.822078431032895,0.22641777499363552,293.40620948905905,65.7707212718054,195.93909227914014,maize,0
1237.1145873371308,1233.5616294612598,1360.390774496748,1981.3187317529505,2228.4560267825786,0.47035366746409707,0.1668801331037601,298.7643691016326,69.14872531113008,169.1860453045095,wheat,1
1426.0797371206772,1697.1630758713168,1687.1124703431692,1669.027764444055,1908.109252994755,0.7295962313489224,0.24809377324110726,292.9838273781652,41.29208078974145,192.96973031917383,beans,0
1232.6927373764163,1275.898941831025,1449.5286697420188,1734.6637629190539,2125.9176013919423,0.5116692155109573,0.07607068771100792,303.4312621296208,79.06195688993297,169.61780215247995,sweet_potato,1
1218.1866255058494,1327.304264493037,1294.8766920551707,1898.018675664225,2191.336939819867,0.3815132939272906,0.15357831186096962,298.56702765970465,80.7477579089567,188.34155263217372,sweet_potato,1
1375.7112558235965,1407.0174470006807,1555.570673992389,1735.8435468392609,1868.1289754980817,0.7038917337911187,0.393480296005283,297.7112757176099,64.13434903223701,237.53591625116132,beans,0
1239.915177598615,1642.1242095914724,1665.4365656354057,1694.7194562635068,1825.1971763687839,0.6937255476350812,0.47228759898084127,295.25844236395045,61.09394794604893,214.51533247797383,potato,0
1120.9525544554688,1351.8615192849595,1575.842939577004,2161.4504055385974,2275.2505289303335,0.4091027458855052,0.10051975898707094,299.6226392397011,75.66869894746434,207.35478796177372,wheat,1
1385.779289127891,1459.4462983549952,1498.7895624739833,1542.788616172752,1874.0853525565724,0.7536658983594202,0.2855019550129473,292.40984245587276,56.64215300709872,233.38043050578784,potato,0
1377.8831242322651,1474.0912608739714,1330.3113357058428,1694.8419876808077,1779.2158922812189,0.7848103182406709,0.44244780474726725,297.2531300590955,57.31111309445169,177.8694818251666,potato,0
1631.6023822924874,1505.6257512313764,1601.3929291912946,1697.7081167245497,1817.827628469107,0.7427819794038029,0.32131689965598814,293.9062821175192,59.672467297840015,189.1315045773247,wheat,0
1377.052050432123,1642.8793339153553,1334.903019160699,1803.693150932634,1912.1476673247867,0.6463304883795925,0.33286562029598254,294.2571182680084,45.924883052821784,184.4436662481825,maize,0
1293.5678393147462,1439.8710604493574,1436.6006476851883,1864.5137874539325,2042.302770709225,0.4891499648982335,0.08889360955540272,302.1389952905172,72.11609522210237,170.62947981126007,potato,1
1163.903383418092,1427.5262783700673,1220.2724006880123,2073.912272833312,2165.241138376522,0.4252362848548808,0.1663066511121059,296.2466592708441,86.08832423048281,175.37744658892527,beans,1
1129.565630945724,1145.0692574000084,1163.2044991771315,2072.721194161477,1959.1527712254087,0.5903835345587491,0.045903529605813884,305.0893691048701,77.53220960643142,177.5821722032402,potato,1
1196.2365297575152,1421.3632070218173,1363.7073178394448,2018.0362113754254,2060.0026566564757,0.4454443501023146,0.16539008844460296,294.8694948220301,58.821774934731444,198.58160235056786,maize,1
1401.6590539758854,1533.0202620093587,1546.0240319690638,1626.0610510867803,1817.6260729587914,0.7010813611192483,0.3704126377857236,291.5948327915243,70.29155637325644,209.45194964826086,beans,0
1423.0426760882488,1593.3556434748239,1766.5474444462577,1796.3651561767224,1634.321319180152,0.6860211516632149,0.31875907111521606,295.05218210042165,65.17659020469122,185.4851237369307,maize,0
1344.9633977307246,1366.3671957994188,1507.6766753889096,1571.5899624664482,1712.17140723204,0.802682089830392,0.30253005555840284,300.2647641296748,64.93317900880889,203.69672247389747,sweet_potato,0
1142.4362173762227,1313.4210796109899,1657.2101445922553,1988.472812033042,2226.420065891424,0.393745885989929,0.1482505754751519,305.31240190690653,67.47639530654679,225.31121394992323,maize,1
1456.9166965149968,1592.3926727145395,1662.1809962217196,1550.8286516104067,1734.5576541757619,0.7376240682224248,0.3462783285449977,296.24134419510136,61.777010009332535,173.29311282579798,beans,0
1255.979044793104,1418.8858798110084,1450.0706585458686,2055.1016095074124,2092.2817717395487,0.31712312531872067,0.1714809109566293,300.62306306148935,78.25894604634448,148.08128560449228,sorghum,1
1091.8943459591737,1415.8468138666194,1345.2533815372014,2081.780083684715,2103.115021374351,0.4523804911596596,0.1969141902987999,298.4518658153479,76.1534493232918,168.44311778237395,maize,1
1419.9920394470341,1454.5188809419697,1725.575612557352,1615.012306289147,1783.1815520254777,0.7280134470862912,0.4223488942176866,295.3931095530231,70.31844539468635,170.28879253926056,maize,0
1208.2283989275425,1417.2028412571885,1287.9253859879555,2169.12169282227,2352.8787935981177,0.42097291516482727,0.1277248739299614,304.3601534313531,93.95486574876855,166.9284993211683,sweet_potato,1
1278.9994540069151,1412.7280650840012,1499.5859233247932,1627.0592313151078,1796.8783601351897,0.7617107366268261,0.42752502464070385,293.0032919185224,69.84322398476584,195.72022311548983,maize,0
1087.72779784377,1342.0650720802455,1369.9742649855668,2059.094151680978,2131.80855082986,0.6464240111928715,0.1181130007874342,298.40700913499455,67.52231368290283,166.11307202099363,potato,1
1342.0504247989854,1237.2179076875577,1250.1173312274925,2056.5698667663687,2039.2554651290932,0.5006345454204408,0.16014615104256497,295.4527676550083,93.57006241596073,224.89694182738805,potato,1
1344.8490178564052,1463.1683518060815,1628.5865390724905,1731.7733950487673,1859.2689845405548,0.8505102269383175,0.3411526386252975,293.4034055109231,46.20680771985473,185.38139920116163,beans,0
1148.238870096383,1324.6166746802787,1348.0292524712697,2142.60719281377,2377.9625668460985,0.4075304981663744,0.1255280278740889,303.1324826312072,83.18269787551574,226.16768314340084,potato,1
1453.1589347623078,1605.3268401553762,1682.0482181197365,1748.1910329551934,1896.0007220630239,0.8084647795222837,0.41910794955187636,296.29741977517926,58.328819196831454,202.93427372866645,beans,0
1433.1805977985612,1462.6328128289008,1602.8744822934818,1821.4529269476934,1817.1989161217914,0.7523218274078074,0.282007192951004,296.4925071320544,66.45484181141076,243.2650944661092,sorghum,0
1224.9383683710755,1473.5198607739821,1338.5645361135657,2033.4825830924408,2166.8686160688194,0.46492872985250866,0.12767831927247358,300.5822699786949,87.88358099831726,154.3371175147235,maize,1
1507.5541966032358,1355.2972440455414,1544.1078152728412,1735.8351281311295,1940.8971626310906,0.7467124869463506,0.32224002366534005,298.76231413888115,45.51986099583756,156.02388086759836,sweet_potato,0
1308.0890464582358,1567.2938624934386,1624.38007137712,1646.4125300800108,1684.7726041196195,0.7936228664140073,0.38251005889793305,294.80164827244124,78.46636996047665,178.59830467347695,sorghum,0
1395.8972585280053,1523.1172476856557,1575.876394214367,1733.4452626688583,1687.36145182286,0.8221882302036629,0.34589244108037154,297.2345916631763,63.42725346377704,209.13506438307567,maize,0
1264.2722759867545,1446.2067783145674,1373.5825403641763,2085.0804509106215,2090.129073628405,0.5652093772359579,0.1161803848970365,305.4028212987324,74.51810459226787,144.2306224470488,beans,1
1475.6579194089852,1438.000721966273,1555.381656678522,1520.4936305601746,1759.2924312675832,0.6288060336685521,0.2708048588257138,296.5208293122886,67.85800158650832,208.5091512356993,sweet_potato,0
1103.3023856870786,1294.7517508243823,1349.5676953091318,1860.9962372968948,2265.3738131943865,0.5201889832460538,0.1389517913085168,300.0806575169836,77.50059369537063,128.95662828939274,maize,1
1309.8541991094576,1473.2954721758342,1779.7686526849523,1760.8800718203659,1748.5938909195484,0.778629139067808,0.4199677718293001,296.84926736582554,60.59630369920174,187.06126444588853,potato,0
1289.5193220027732,1369.8688981850166,1475.9463258383203,1935.7717746127319,2244.913347219776,0.46580796837539196,0.2537630436312633,297.9324365457313,95.83156563798299,184.94776958656618,beans,1
1341.3723796746997,1454.0308457648393,1567.965269180568,1740.295764908182,1847.055193923195,0.721314999803071,0.3487822703869508,299.2845407172237,77.27543170100711,208.72647339348063,maize,0
1403.420313035138,1511.4029760382348,1661.3517972730417,1602.8347063061515,1776.836111631899,0.6665707963061205,0.3699611561302639,296.2943918794055,55.16813537700626,231.47973526580066,wheat,0
1420.2006636703975,1599.4743387481547,1768.3927691457868,1656.4059950274507,1897.0812750088166,0.7480745765249647,0.341368635002959,296.76731987497334,66.52322878413419,168.472156860315,potato,0
1347.6540349725897,1451.8100489562196,1274.9324758188566,2047.4964240124891,2154.343320491101,0.4708539012659126,0.12248474230772899,297.98512989618587,74.69335114810265,209.31822548148412,maize,1
1469.452883958351,1229.3884510401429,1714.8765700372103,1534.7271910160805,1767.380315273718,0.6940165052686929,0.2852659262139547,297.321653574757,55.32298798688109,206.93007763461432,beans,0
1207.6821891060256,1158.8708553392573,1469.5520183336569,1940.7492100206425,1928.7759911474275,0.415750787122727,0.22503798953171555,302.55066522634047,70.81617438710569,171.26855739203927,potato,1
1371.0528453904356,1697.2910584382798,1638.1935452231553,1740.8539564831517,1892.7255108628658,0.7619394579513257,0.33704789270896485,294.60730030183004,59.283987405859364,199.25555526980318,sorghum,0
1465.9376069494022,1492.3319248896846,1607.863519031609,1510.1709349694497,1882.4694907232233,0.7673244237948996,0.3999005054929826,289.2074892436126,80.88374704780728,197.20820743689652,wheat,0
1499.7364535063764,1401.2089369230746,1661.277390506257,1599.9255214985026,1743.8607935373775,0.8457015676933393,0.34046587996183264,295.43486574635943,68.70067730688754,209.9136377594521,maize,0
1440.3415585238274,1293.6619323263055,1374.131885605796,2126.0785275209137,2221.607852625378,0.5449624244448305,0.18193651110145923,296.5709852618086,94.60117838761315,151.3413651745328,sweet_potato,1
1394.2275488066307,1531.2324289788307,1632.1357215450273,1740.082471652352,1945.2340142152782,0.772676715075699,0.33779216823546754,296.9281743365767,71.89470488924641,175.44784369726014,sweet_potato,0
1170.2436496640007,1451.3277494642782,1331.9933295560968,2015.0691744165852,2080.9620993287745,0.4512463238065174,0.09518624565523989,295.6798473522171,94.13406075869966,158.8259662920418,sorghum,1
1342.4934427079447,1374.3064696262877,1764.2015160136368,1795.9326234875502,1738.066468934005,0.8626217902672154,0.3990882743495797,294.3503372329828,35.005942851264265,245.81885145181485,potato,0
1274.9384779912764,1343.6871190390953,1702.257043200964,1931.776478602231,1924.5845536659467,0.778195456002618,0.37973771708326426,296.7068311175606,67.58928589786765,205.62382847938753,potato,0
1332.1431870019992,1473.3358676976566,1430.7043185804614,1690.6577354544988,1711.0268003564174,0.6948205341392114,0.3589947075576739,297.7840045726892,69.18316606002313,168.58998792753647,wheat,0
1101.7512606461692,1275.2903535003272,1416.0062518829463,1883.7986654163637,2111.5913056760555,0.3432779604065437,0.11993161780243931,300.9593458024276,55.884075197619964,191.01186844900997,maize,1
1222.3914134064662,1450.0554472971228,1365.0269403177488,1948.4713350649697,2113.4527253335514,0.4934638423229111,0.1524430035162852,300.1217750736117,66.57609974631893,163.42747706122628,potato,1
1075.6136764608714,1223.7804282424502,1263.7911281316963,2107.390925233333,2067.555535387877,0.5498193658138987,0.11632546878780656,300.8369824866714,64.97583536088291,233.6287281943347,potato,1
1457.0399192838888,1539.3109142578924,1581.4712341122292,1687.6670335253245,1803.94303247812,0.7426498999185756,0.3981939558397455,299.4210460031827,54.425082149921664,172.60394040841845,maize,0
1327.6692888827242,1655.7160965171863,1767.770081407644,1647.4091170377405,1851.2084771266748,0.8314198311564269,0.3310436129506256,294.59283927979527,54.18319086051356,179.70486538614267,potato,0
1403.0675121433303,1426.852543049429,1623.3785911790749,1552.1899136106554,1829.7792208993012,0.7916764480804462,0.2503132178714272,295.74811313969514,72.27668992473292,175.8071796261759,potato,0
1367.2572386837703,1346.092091030265,1265.398577308991,1993.3077106810754,2161.4159603773896,0.4560804313129929,0.17693779962231845,297.23797922076193,77.03232988843294,144.6571375773755,sweet_potato,1
1333.802305166921,1617.4288516449915,1709.131012059427,1757.8681214861817,1701.691851179468,0.7341795775152599,0.41065488499895914,295.2834338272798,83.19329539981695,207.86635678788744,potato,0
1412.0186814304054,1485.5153655438482,1670.8108676688591,1790.8867200954855,1729.2609485542846,0.6834383523221111,0.25818973134483514,296.01598265382506,48.966333938261265,156.94218814095035,sorghum,0
1199.3929088460106,1392.2339851896807,1359.819523025708,1988.1332416170628,2201.0984131286546,0.4267780364649079,0.16336961570359515,300.965093418588,66.98291455628342,204.80105873841308,sweet_potato,1
1448.2858859213363,1414.6455417298514,1602.818115736913,1699.1336953188006,1897.730600924842,0.7737349116439977,0.3487486520627428,296.6355325984006,73.90207549017313,211.15620612703725,potato,0
1304.1397703232165,1471.0036530863065,1539.0487797840717,1682.2377262163827,1805.0984932407396,0.7764846377178365,0.3464750610970454,295.97300328765243,60.6447441481012,160.49066867292257,sweet_potato,0
1291.1274731443004,1556.9932293496395,1753.0750832343697,1815.782375911245,1780.7901416162813,0.8245363068424976,0.35743337286010557,294.32582805776394,53.8659733645906,193.95060627023744,maize,0
1216.0573981049865,1300.3350622168755,1402.432580369562,2142.877552974361,2204.4509548985457,0.33120816252400775,0.02230394325490226,302.80295973371784,58.59745561901495,174.3808649526829,maize,1
1448.731645538431,1572.1197402287514,1542.348959927328,1453.8509822462336,1750.8379996572767,0.7695902002701274,0.27605442156129356,295.3667198395583,59.846901508270044,211.58582999202176,potato,0
1507.6914351498042,1484.9396905624378,1597.2695460490067,1611.3395438880464,1760.1045973927642,0.7057598642986549,0.3413526970038288,298.42341696028467,46.28098857068643,167.72877204246518,sweet_potato,0
1339.7834535206075,1598.7909453026273,1539.4384460263136,1873.470922786959,1861.0133284205342,0.7256044295927149,0.45786541066327513,293.7885701539933,67.42095372009307,205.98585160812985,sorghum,0
1203.2004149065767,1217.1240342619199,1405.196657152694,1918.6741556297472,2321.4725972279284,0.46092282648661903,0.13173392243439455,300.5540409175947,58.834484525643646,155.7096490372337,sweet_potato,1
1305.7780115586254,1550.9820114900922,1718.5704154662997,1768.3005645131814,1889.6442917225236,0.712160245571527,0.2789094666629078,298.002667303911,56.77320161157864,194.98333967089906,sorghum,0
1245.5887772081608,1538.1502579391192,1272.7778123543828,2111.3408153697483,2106.2714437386794,0.47148738230906057,0.2264234213206266,301.52350726886885,81.4595529485956,206.81268343274505,sorghum,1
1305.967172538107,1313.1961240092799,1805.6207129940321,1595.1952052564402,1780.0871738772805,0.736159335005554,0.365370334890455,296.6314744250786,68.60473488359746,188.33845122862124,potato,0
1183.2878286213588,1331.083794553713,1320.1570648579743,2192.8814691223993,2154.007244680208,0.5087902228839855,0.18314406343337064,303.520421572456,77.17225870444449,147.57920130110384,beans,1
1239.9687951752642,1228.3507416828988,1286.5659981900292,2070.3636822506114,2236.2111378577,0.45170172613888493,0.16544165062994817,305.1066448339057,77.88903815386281,245.04207785450987,wheat,1
1467.800745899408,1536.210046563864,1728.9752754082747,1763.952228370646,1787.5389614414603,0.6887850881855317,0.3395488371356987,293.2989590915814,54.19476550195277,211.77156808841218,sweet_potato,0
1292.3705244168334,1542.2372534809133,1719.6631486645651,1642.0706240896586,1787.9384549994375,0.7507344097364599,0.31075508434588794,296.29656086768773,58.79051851392219,208.39064887814055,sorghum,0
1465.0143222044994,1464.580850551282,1772.6963851233404,1662.0345623666128,1820.2216253176698,0.7966295415936545,0.2790817133533484,291.47838237603844,44.74343685429905,225.25168206854363,maize,0
1144.8141854107553,1581.4019214235077,1282.2902881611133,2022.1461563836444,2269.632094782466,0.6104874310527298,0.2530751788318199,303.62509869177944,87.28875030973755,194.81317373002958,maize,1
1326.3621004919924,1499.6794265459596,1582.9815377475072,1656.9433353139088,1862.6748702711043,0.7977652604285256,0.35442034431459235,297.9550601621105,48.58310885866495,196.12681081440564,beans,0
1392.5587382741571,1488.433986703588,1751.3449743242131,1759.927110032704,1707.8231858103716,0.8427046283167094,0.41105168477626763,296.1641954069372,57.73515901150168,180.8112152655304,potato,0
1388.4586305934608,1469.7567881099408,1291.338069385647,1865.6459080053187,2115.4974871602326,0.3085248507549719,0.16615838570923908,299.557192241104,69.4075619775811,140.1324233183301,potato,1
1251.3600106569716,1241.4029076371899,1209.6099797147654,1655.3285344062022,2096.97336044443,0.5917801277335796,0.2330629607273935,298.6287112302412,67.77345527565863,191.7193564018756,beans,1
1276.608027838469,1434.9626546272739,1337.9815108224057,1975.559149978764,2003.4219154567784,0.3838495716768112,0.13867605540492367,301.1020965204485,85.963015514799,159.9205262329914,maize,1
1398.0769435086409,1429.0148904809569,1357.575973972706,1783.9843126542996,1866.315950738319,0.7359336221440893,0.35334953586124357,296.0318784354082,44.374541431134574,189.4189464530741,sorghum,0
1279.4264679621826,1162.0281634513826,1385.2269518599956,1837.2101834451914,2151.307298067688,0.44714868141620134,0.06924340920472452,303.49421806337153,66.18490107842341,159.74368907464049,wheat,1
1098.4178181021603,1306.784783483277,1401.4579800396687,2083.172672871577,2119.4085710804948,0.4206377728733342,0.10862048896756402,300.25843164913914,62.13433185617272,106.96623791263481,sweet_potato,1
1439.2903823741901,1585.8738099031884,1363.7067564458162,1604.0755830525559,1855.7238834904679,0.8528747734855849,0.3510396853837704,293.54399411754173,58.1710355889516,227.4975283829637,wheat,0
1341.8632238787918,1424.0767593682258,1551.7256477817969,1609.4337822154223,1811.0403284395315,0.831233922923478,0.36615396365580144,294.49529299574743,57.08188731084456,168.73618382606685,sorghum,0
1288.3109777147158,1291.4379083285917,1328.342410369125,2383.1729081413832,2132.8628199202253,0.38985671599238525,0.12868212018972283,303.4453371275903,76.35924492645317,144.04305054206583,sorghum,1
1568.596799859579,1602.6045662428917,1555.2678104341248,1821.6965543648357,1806.1069959474662,0.792638683756111,0.37423664086472375,293.30728669001826,53.56450167682538,220.59921635162323,sorghum,0
1166.5224667893458,1255.5986690433804,1235.3852904780776,2050.8318878712153,2326.8777411167457,0.36459736685965816,0.1512109728336379,304.2366616662463,74.04430330505141,191.30929490624334,wheat,1
1093.760647185312,1347.1137806928414,1327.5426881994542,2118.2875994815836,2230.6124656721227,0.6571650913614892,0.17898165866067878,300.9773889497465,77.33261161892803,171.1708426797328,sweet_potato,1
1415.1614878642654,1625.171765882756,1499.3457434720358,1808.2884633072592,1918.5403560605878,0.744096573650446,0.24390725504957023,293.7843560258111,72.96994546561109,199.54263875402236,beans,0
1475.6558023854097,1551.939688979131,1576.1067900830305,1665.1516808776046,1764.741766586056,0.7038794907750748,0.43076878447347206,294.3553590615773,72.17158520825497,230.42632103844903,maize,0
1436.3357081302947,1497.701417392863,1509.6298139269873,1730.8141317635523,1693.8864187956178,0.8093839694230782,0.3267691351350803,295.40231931174566,62.83287871546142,194.82190052591847,beans,0
1478.416756771152,1372.1319303765588,1612.6379579546413,1884.1982549105371,1709.9701807854983,0.7161127514737574,0.3756953924829457,295.3591635638792,63.50630099273559,209.78374260295328,beans,0
1240.9818656928512,1273.4616579919602,1430.7088441443277,2227.985832187426,2085.410287897917,0.3720376556263487,0.20535403346434863,299.6388565081392,48.92796544783157,201.18554192876053,sweet_potato,1
1146.4671814046078,1290.0413389465423,1389.8376396682818,2022.859961573488,2178.0396998852943,0.41516109035441257,0.17565528990880414,299.22135996724825,83.86572577065003,195.38418710032633,maize,1
1315.8105168159864,1603.168301036628,1546.4036554885952,1776.7654908367088,1833.0558582061205,0.8419091838397561,0.33882670088140737,294.3013664077636,59.805803941122676,193.93640434331448,wheat,0
